#Vsd      IVsd
1.17717718 0.00019862
1.18018018 0.00019967
1.18318318 0.00020075
1.18618619 0.00020183
1.18918919 0.00020293
1.19219219 0.00020404
1.19519520 0.00020516
1.19819820 0.00020630
1.20120120 0.00020745
1.20420420 0.00020861
1.20720721 0.00020978
1.21021021 0.00021096
1.21321321 0.00021216
1.21621622 0.00021337
1.21921922 0.00021458
1.22222222 0.00021581
1.22522523 0.00021704
1.22822823 0.00021829
1.23123123 0.00021954
1.23423423 0.00022079
1.23723724 0.00022206
1.24024024 0.00022333
1.24324324 0.00022461
1.24624625 0.00022589
1.24924925 0.00022717
1.25225225 0.00022846
1.25525526 0.00022975
1.25825826 0.00023105
1.26126126 0.00023235
1.26426426 0.00023365
1.26726727 0.00023495
1.27027027 0.00023626
1.27327327 0.00023757
1.27627628 0.00023887
1.27927928 0.00024018
1.28228228 0.00024149
1.28528529 0.00024280
1.28828829 0.00024411
1.29129129 0.00024542
1.29429429 0.00024673
1.29729730 0.00024804
1.30030030 0.00024935
1.30330330 0.00025065
1.30630631 0.00025196
1.30930931 0.00025327
1.31231231 0.00025458
1.31531532 0.00025588
1.31831832 0.00025719
1.32132132 0.00025849
1.32432432 0.00025980
1.32732733 0.00026110
1.33033033 0.00026240
1.33333333 0.00026371
1.33633634 0.00026501
1.33933934 0.00026631
1.34234234 0.00026761
1.34534535 0.00026891
1.34834835 0.00027020
1.35135135 0.00027150
1.35435435 0.00027279
1.35735736 0.00027409
1.36036036 0.00027538
1.36336336 0.00027667
1.36636637 0.00027796
1.36936937 0.00027925
1.37237237 0.00028054
1.37537538 0.00028182
1.37837838 0.00028310
1.38138138 0.00028438
1.38438438 0.00028566
1.38738739 0.00028693
1.39039039 0.00028820
1.39339339 0.00028946
1.39639640 0.00029072
1.39939940 0.00029198
1.40240240 0.00029323
1.40540541 0.00029448
1.40840841 0.00029572
1.41141141 0.00029695
1.41441441 0.00029818
1.41741742 0.00029940
1.42042042 0.00030061
1.42342342 0.00030181
1.42642643 0.00030301
1.42942943 0.00030419
1.43243243 0.00030536
1.43543544 0.00030652
1.43843844 0.00030767
1.44144144 0.00030880
1.44444444 0.00030992
1.44744745 0.00031103
1.45045045 0.00031212
1.45345345 0.00031319
1.45645646 0.00031424
1.45945946 0.00031527
1.46246246 0.00031628
1.46546547 0.00031727
1.46846847 0.00031823
1.47147147 0.00031917
1.47447447 0.00032008
1.47747748 0.00032096
1.48048048 0.00032181
1.48348348 0.00032263
1.48648649 0.00032342
1.48948949 0.00032418
1.49249249 0.00032490
1.49549550 0.00032559
1.49849850 0.00032624
1.50150150 0.00032685
1.50450450 0.00032743
1.50750751 0.00032798
1.51051051 0.00032849
1.51351351 0.00032897
1.51651652 0.00032941
1.51951952 0.00032982
1.52252252 0.00033020
1.52552553 0.00033055
1.52852853 0.00033087
1.53153153 0.00033117
1.53453453 0.00033144
1.53753754 0.00033168
1.54054054 0.00033191
1.54354354 0.00033211
1.54654655 0.00033230
1.54954955 0.00033246
1.55255255 0.00033262
1.55555556 0.00033275
1.55855856 0.00033288
1.56156156 0.00033299
1.56456456 0.00033309
1.56756757 0.00033318
1.57057057 0.00033326
1.57357357 0.00033333
1.57657658 0.00033339
1.57957958 0.00033345
1.58258258 0.00033350
1.58558559 0.00033355
1.58858859 0.00033359
1.59159159 0.00033363
1.59459459 0.00033366
1.59759760 0.00033369
1.60060060 0.00033371
1.60360360 0.00033374
1.60660661 0.00033376
1.60960961 0.00033378
1.61261261 0.00033379
1.61561562 0.00033381
1.61861862 0.00033382
1.62162162 0.00033383
1.62462462 0.00033385
1.62762763 0.00033385
1.63063063 0.00033386
1.63363363 0.00033387
1.63663664 0.00033388
1.63963964 0.00033388
1.64264264 0.00033389
1.64564565 0.00033389
1.64864865 0.00033390
1.65165165 0.00033390
1.65465465 0.00033390
1.65765766 0.00033391
1.66066066 0.00033391
1.66366366 0.00033391
1.66666667 0.00033391
1.66966967 0.00033392
1.67267267 0.00033392
1.67567568 0.00033392
1.67867868 0.00033392
1.68168168 0.00033392
1.68468468 0.00033392
1.68768769 0.00033392
1.69069069 0.00033392
1.69369369 0.00033393
1.69669670 0.00033393
1.69969970 0.00033393
1.70270270 0.00033393
1.70570571 0.00033393
1.70870871 0.00033393
1.71171171 0.00033393
1.71471471 0.00033393
1.71771772 0.00033393
1.72072072 0.00033393
1.72372372 0.00033393
1.72672673 0.00033393
1.72972973 0.00033393
1.73273273 0.00033393
1.73573574 0.00033393
1.73873874 0.00033393
1.74174174 0.00033393
1.74474474 0.00033393
1.74774775 0.00033393
1.75075075 0.00033393
1.75375375 0.00033393
1.75675676 0.00033393
1.75975976 0.00033393
1.76276276 0.00033393
1.76576577 0.00033393
1.76876877 0.00033393
1.77177177 0.00033393
1.77477477 0.00033393
1.77777778 0.00033393
1.78078078 0.00033393
1.78378378 0.00033393
1.78678679 0.00033393
1.78978979 0.00033393
1.79279279 0.00033393
1.79579580 0.00033393
1.79879880 0.00033393
1.80180180 0.00033393
1.80480480 0.00033393
1.80780781 0.00033393
1.81081081 0.00033393
1.81381381 0.00033393
1.81681682 0.00033393
1.81981982 0.00033393
1.82282282 0.00033393
1.82582583 0.00033393
1.82882883 0.00033393
1.83183183 0.00033393
1.83483483 0.00033393
1.83783784 0.00033393
1.84084084 0.00033393
1.84384384 0.00033393
1.84684685 0.00033393
1.84984985 0.00033393
1.85285285 0.00033393
1.85585586 0.00033393
1.85885886 0.00033393
1.86186186 0.00033393
1.86486486 0.00033393
1.86786787 0.00033393
1.87087087 0.00033393
1.87387387 0.00033393
1.87687688 0.00033393
1.87987988 0.00033393
1.88288288 0.00033393
1.88588589 0.00033393
1.88888889 0.00033393
1.89189189 0.00033393
1.89489489 0.00033393
1.89789790 0.00033393
1.90090090 0.00033393
1.90390390 0.00033393
1.90690691 0.00033393
1.90990991 0.00033393
1.91291291 0.00033393
1.91591592 0.00033393
1.91891892 0.00033393
1.92192192 0.00033393
1.92492492 0.00033393
1.92792793 0.00033393
1.93093093 0.00033393
1.93393393 0.00033393
1.93693694 0.00033393
1.93993994 0.00033393
1.94294294 0.00033393
1.94594595 0.00033393
1.94894895 0.00033393
1.95195195 0.00033393
1.95495495 0.00033393
1.95795796 0.00033393
1.96096096 0.00033393
1.96396396 0.00033393
1.96696697 0.00033393
1.96996997 0.00033393
1.97297297 0.00033393
1.97597598 0.00033393
1.97897898 0.00033393
1.98198198 0.00033393
1.98498498 0.00033393
1.98798799 0.00033393
1.99099099 0.00033393
1.99399399 0.00033393
1.99699700 0.00033393
2.00000000 0.00033393
2.00300300 0.00033393
2.00600601 0.00033393
2.00900901 0.00033393
2.01201201 0.00033393
2.01501502 0.00033393
2.01801802 0.00033393
2.02102102 0.00033393
2.02402402 0.00033393
2.02702703 0.00033393
2.03003003 0.00033393
2.03303303 0.00033393
2.03603604 0.00033393
2.03903904 0.00033393
2.04204204 0.00033393
2.04504505 0.00033393
2.04804805 0.00033393
2.05105105 0.00033393
2.05405405 0.00033393
2.05705706 0.00033393
2.06006006 0.00033393
2.06306306 0.00033393
2.06606607 0.00033393
2.06906907 0.00033393
2.07207207 0.00033393
2.07507508 0.00033393
2.07807808 0.00033393
2.08108108 0.00033393
2.08408408 0.00033393
2.08708709 0.00033393
2.09009009 0.00033393
2.09309309 0.00033393
2.09609610 0.00033393
2.09909910 0.00033393
2.10210210 0.00033393
2.10510511 0.00033393
2.10810811 0.00033393
2.11111111 0.00033393
2.11411411 0.00033393
2.11711712 0.00033393
2.12012012 0.00033393
2.12312312 0.00033393
2.12612613 0.00033393
2.12912913 0.00033393
2.13213213 0.00033393
2.13513514 0.00033393
2.13813814 0.00033393
2.14114114 0.00033393
2.14414414 0.00033393
2.14714715 0.00033393
2.15015015 0.00033393
2.15315315 0.00033393
2.15615616 0.00033393
2.15915916 0.00033393
2.16216216 0.00033393
2.16516517 0.00033393
2.16816817 0.00033393
2.17117117 0.00033393
2.17417417 0.00033393
2.17717718 0.00033393
2.18018018 0.00033393
2.18318318 0.00033393
2.18618619 0.00033393
2.18918919 0.00033393
2.19219219 0.00033393
2.19519520 0.00033393
2.19819820 0.00033393
2.20120120 0.00033393
2.20420420 0.00033393
2.20720721 0.00033393
2.21021021 0.00033393
2.21321321 0.00033393
2.21621622 0.00033393
2.21921922 0.00033393
2.22222222 0.00033393
2.22522523 0.00033393
2.22822823 0.00033393
2.23123123 0.00033393
2.23423423 0.00033393
2.23723724 0.00033393
2.24024024 0.00033393
2.24324324 0.00033393
2.24624625 0.00033393
2.24924925 0.00033393
2.25225225 0.00033393
2.25525526 0.00033393
2.25825826 0.00033393
2.26126126 0.00033393
2.26426426 0.00033393
2.26726727 0.00033393
2.27027027 0.00033393
2.27327327 0.00033393
2.27627628 0.00033393
2.27927928 0.00033393
2.28228228 0.00033393
2.28528529 0.00033393
2.28828829 0.00033393
2.29129129 0.00033393
2.29429429 0.00033393
2.29729730 0.00033393
2.30030030 0.00033393
2.30330330 0.00033393
2.30630631 0.00033393
2.30930931 0.00033393
2.31231231 0.00033393
2.31531532 0.00033393
2.31831832 0.00033393
2.32132132 0.00033393
2.32432432 0.00033393
2.32732733 0.00033393
2.33033033 0.00033393
2.33333333 0.00033393
2.33633634 0.00033393
2.33933934 0.00033393
2.34234234 0.00033393
2.34534535 0.00033393
2.34834835 0.00033393
2.35135135 0.00033393
2.35435435 0.00033393
2.35735736 0.00033393
2.36036036 0.00033393
2.36336336 0.00033393
2.36636637 0.00033393
2.36936937 0.00033393
2.37237237 0.00033393
2.37537538 0.00033393
2.37837838 0.00033393
2.38138138 0.00033393
2.38438438 0.00033393
2.38738739 0.00033393
2.39039039 0.00033393
2.39339339 0.00033393
2.39639640 0.00033393
2.39939940 0.00033393
2.40240240 0.00033393
2.40540541 0.00033393
2.40840841 0.00033393
2.41141141 0.00033393
2.41441441 0.00033393
2.41741742 0.00033393
2.42042042 0.00033393
2.42342342 0.00033393
2.42642643 0.00033393
2.42942943 0.00033393
2.43243243 0.00033393
2.43543544 0.00033393
2.43843844 0.00033393
2.44144144 0.00033393
2.44444444 0.00033393
2.44744745 0.00033393
2.45045045 0.00033393
2.45345345 0.00033393
2.45645646 0.00033393
2.45945946 0.00033393
2.46246246 0.00033393
2.46546547 0.00033393
2.46846847 0.00033393
2.47147147 0.00033393
2.47447447 0.00033393
2.47747748 0.00033393
2.48048048 0.00033393
2.48348348 0.00033393
2.48648649 0.00033393
2.48948949 0.00033393
2.49249249 0.00033393
2.49549550 0.00033393
2.49849850 0.00033393
2.50150150 0.00033393
2.50450450 0.00033393
2.50750751 0.00033393
2.51051051 0.00033393
2.51351351 0.00033393
2.51651652 0.00033393
2.51951952 0.00033393
2.52252252 0.00033393
2.52552553 0.00033393
2.52852853 0.00033393
2.53153153 0.00033393
2.53453453 0.00033393
2.53753754 0.00033393
2.54054054 0.00033393
2.54354354 0.00033393
2.54654655 0.00033393
2.54954955 0.00033393
2.55255255 0.00033393
2.55555556 0.00033393
2.55855856 0.00033393
2.56156156 0.00033393
2.56456456 0.00033393
2.56756757 0.00033393
2.57057057 0.00033393
2.57357357 0.00033393
2.57657658 0.00033393
2.57957958 0.00033393
2.58258258 0.00033393
2.58558559 0.00033393
2.58858859 0.00033393
2.59159159 0.00033393
2.59459459 0.00033393
2.59759760 0.00033393
2.60060060 0.00033393
2.60360360 0.00033393
2.60660661 0.00033393
2.60960961 0.00033393
2.61261261 0.00033393
2.61561562 0.00033393
2.61861862 0.00033393
2.62162162 0.00033393
2.62462462 0.00033393
2.62762763 0.00033393
2.63063063 0.00033393
2.63363363 0.00033393
2.63663664 0.00033393
2.63963964 0.00033393
2.64264264 0.00033393
2.64564565 0.00033393
2.64864865 0.00033393
2.65165165 0.00033393
2.65465465 0.00033393
2.65765766 0.00033393
2.66066066 0.00033393
2.66366366 0.00033393
2.66666667 0.00033393
2.66966967 0.00033393
2.67267267 0.00033393
2.67567568 0.00033393
2.67867868 0.00033393
2.68168168 0.00033393
2.68468468 0.00033393
2.68768769 0.00033393
2.69069069 0.00033393
2.69369369 0.00033393
2.69669670 0.00033393
2.69969970 0.00033393
2.70270270 0.00033393
2.70570571 0.00033393
2.70870871 0.00033393
2.71171171 0.00033393
2.71471471 0.00033393
2.71771772 0.00033393
2.72072072 0.00033393
2.72372372 0.00033393
2.72672673 0.00033393
2.72972973 0.00033393
2.73273273 0.00033393
2.73573574 0.00033393
2.73873874 0.00033393
2.74174174 0.00033393
2.74474474 0.00033393
2.74774775 0.00033393
2.75075075 0.00033393
2.75375375 0.00033393
2.75675676 0.00033393
2.75975976 0.00033393
2.76276276 0.00033393
2.76576577 0.00033393
2.76876877 0.00033393
2.77177177 0.00033393
2.77477477 0.00033393
2.77777778 0.00033393
2.78078078 0.00033393
2.78378378 0.00033393
2.78678679 0.00033393
2.78978979 0.00033393
2.79279279 0.00033393
2.79579580 0.00033393
2.79879880 0.00033393
2.80180180 0.00033393
2.80480480 0.00033393
2.80780781 0.00033393
2.81081081 0.00033393
2.81381381 0.00033393
2.81681682 0.00033393
2.81981982 0.00033393
2.82282282 0.00033393
2.82582583 0.00033393
2.82882883 0.00033393
2.83183183 0.00033393
2.83483483 0.00033393
2.83783784 0.00033393
2.84084084 0.00033393
2.84384384 0.00033393
2.84684685 0.00033393
2.84984985 0.00033393
2.85285285 0.00033393
2.85585586 0.00033393
2.85885886 0.00033393
2.86186186 0.00033393
2.86486486 0.00033393
2.86786787 0.00033393
2.87087087 0.00033393
2.87387387 0.00033393
2.87687688 0.00033393
2.87987988 0.00033393
2.88288288 0.00033393
2.88588589 0.00033393
2.88888889 0.00033393
2.89189189 0.00033393
2.89489489 0.00033393
2.89789790 0.00033393
2.90090090 0.00033393
2.90390390 0.00033393
2.90690691 0.00033393
2.90990991 0.00033393
2.91291291 0.00033393
2.91591592 0.00033393
2.91891892 0.00033393
2.92192192 0.00033393
2.92492492 0.00033393
2.92792793 0.00033393
2.93093093 0.00033393
2.93393393 0.00033393
2.93693694 0.00033393
2.93993994 0.00033393
2.94294294 0.00033393
2.94594595 0.00033393
2.94894895 0.00033393
2.95195195 0.00033393
2.95495495 0.00033393
2.95795796 0.00033393
2.96096096 0.00033393
2.96396396 0.00033393
2.96696697 0.00033393
2.96996997 0.00033393
2.97297297 0.00033393
2.97597598 0.00033393
2.97897898 0.00033393
2.98198198 0.00033393
2.98498498 0.00033393
2.98798799 0.00033393
2.99099099 0.00033393
2.99399399 0.00033393
2.99699700 0.00033393
3.00000000 0.00033393
