-0.50000 6.63878565 1.94182405
-0.49900 6.59118653 1.94249096
-0.49800 6.54625679 1.94309477
-0.49700 6.50381381 1.94363952
-0.49600 6.46369055 1.94412888
-0.49499 6.42573403 1.94456618
-0.49399 6.38980393 1.94495445
-0.49299 6.35577140 1.94529644
-0.49199 6.32351795 1.94559466
-0.49099 6.29293452 1.94585140
-0.48999 6.26392060 1.94606874
-0.48899 6.23638344 1.94624858
-0.48799 6.21023739 1.94639264
-0.48699 6.18540327 1.94650249
-0.48599 6.16180779 1.94657957
-0.48498 6.13938309 1.94662517
-0.48398 6.11806623 1.94664048
-0.48298 6.09779885 1.94662657
-0.48198 6.07852674 1.94658441
-0.48098 6.06019954 1.94651488
-0.47998 6.04277043 1.94641875
-0.47898 6.02619586 1.94629675
-0.47798 6.01043528 1.94614950
-0.47698 5.99545093 1.94597756
-0.47598 5.98120765 1.94578143
-0.47497 5.96767265 1.94556153
-0.47397 5.95481539 1.94531824
-0.47297 5.94260736 1.94505188
-0.47197 5.93102202 1.94476271
-0.47097 5.92003458 1.94445094
-0.46997 5.90962197 1.94411673
-0.46897 5.89976264 1.94376021
-0.46797 5.89043655 1.94338144
-0.46697 5.88162501 1.94298046
-0.46597 5.87331063 1.94255725
-0.46496 5.86547724 1.94211176
-0.46396 5.85810981 1.94164389
-0.46296 5.85119441 1.94115351
-0.46196 5.84471810 1.94064045
-0.46096 5.83866895 1.94010449
-0.45996 5.83303594 1.93954538
-0.45896 5.82780891 1.93896283
-0.45796 5.82297857 1.93835650
-0.45696 5.81853642 1.93772604
-0.45596 5.81447471 1.93707103
-0.45495 5.81078647 1.93639103
-0.45395 5.80746540 1.93568553
-0.45295 5.80450592 1.93495400
-0.45195 5.80190311 1.93419588
-0.45095 5.79965270 1.93341052
-0.44995 5.79775106 1.93259727
-0.44895 5.79619517 1.93175541
-0.44795 5.79498263 1.93088416
-0.44695 5.79411166 1.92998271
-0.44595 5.79358105 1.92905018
-0.44494 5.79339019 1.92808564
-0.44394 5.79353907 1.92708809
-0.44294 5.79402827 1.92605648
-0.44194 5.79485896 1.92498968
