-0.50000 9.34940038 1.97908940
-0.49900 9.36068311 1.97986263
-0.49800 9.37298021 1.98022582
-0.49700 9.38612776 1.98036848
-0.49600 9.40010412 1.98037986
-0.49499 9.41492893 1.98030693
-0.49399 9.43063851 1.98017665
-0.49299 9.44727947 1.98000526
-0.49199 9.46490688 1.97980272
-0.49099 9.48358387 1.97957519
-0.48999 9.50338177 1.97932636
-0.48899 9.52438054 1.97905833
-0.48799 9.54666945 1.97877205
-0.48699 9.57034791 1.97846768
-0.48599 9.59552652 1.97814479
-0.48498 9.62232833 1.97780249
-0.48398 9.65089026 1.97743949
-0.48298 9.68136490 1.97705414
-0.48198 9.71392245 1.97664448
-0.48098 9.74875310 1.97620821
-0.47998 9.78606984 1.97574269
-0.47898 9.82611161 1.97524490
-0.47798 9.86914716 1.97471144
-0.47698 9.91547948 1.97413844
-0.47598 9.96545113 1.97352150
-0.47497 10.01945048 1.97285563
-0.47397 10.07791915 1.97213515
-0.47297 10.14136100 1.97135358
-0.47197 10.21035275 1.97050347
-0.47097 10.28555694 1.96957629
-0.46997 10.36773755 1.96856217
-0.46897 10.45777904 1.96744967
-0.46797 10.55670968 1.96622550
-0.46697 10.66573024 1.96487409
-0.46597 10.78624952 1.96337717
-0.46496 10.91992870 1.96171314
-0.46396 11.06873685 1.95985639
-0.46296 11.23502116 1.95777631
-0.46196 11.42159623 1.95543615
-0.46096 11.63185851 1.95279148
-0.45996 11.86993434 1.94978820
-0.45896 12.14087274 1.94636001
-0.45796 12.45089900 1.94242499
-0.45696 12.80775122 1.93788109
-0.45596 13.22113115 1.93260012
-0.45495 13.70331421 1.92641948
-0.45395 14.26998292 1.91913101
-0.45295 14.94137671 1.91046539
-0.45195 15.74389263 1.90007049
-0.45095 16.71233074 1.88748084
-0.44995 17.89305962 1.87207449
-0.44895 19.34847865 1.85301182
-0.44795 21.16324756 1.82914976
-0.44695 23.45273651 1.79892431
-0.44595 26.37369322 1.76020025
-0.44494 30.13530346 1.71011001
-0.44394 35.00323498 1.64497785
-0.44294 41.27448010 1.56062389
-0.44194 49.16832703 1.45378615
-0.44094 58.53278770 1.32604758
-0.43994 68.29929027 1.19127967
-0.43894 76.02640736 1.08218033
-0.43794 78.65786585 1.04063087
-0.43694 74.90860494 1.08548423
-0.43594 66.57275856 1.19385491
-0.43493 56.74115425 1.32433606
-0.43393 47.60482596 1.44691276
-0.43293 40.01633889 1.54948976
-0.43193 34.02556986 1.63095348
-0.43093 29.38414034 1.69439215
-0.42993 25.79630386 1.74365654
-0.42893 23.00629604 1.78212977
-0.42793 20.81529258 1.81246506
-0.42693 19.07504184 1.83665285
-0.42593 17.67657299 1.85616309
-0.42492 16.53988783 1.87207911
-0.42392 15.60594492 1.88520314
-0.42292 14.83079377 1.89613419
-0.42192 14.18138489 1.90532393
-0.42092 13.63259894 1.91311654
-0.41992 13.16513806 1.91977710
-0.41892 12.76402075 1.92551186
-0.41792 12.41749891 1.93048291
-0.41692 12.11627152 1.93481888
-0.41592 11.85290806 1.93862272
-0.41491 11.62142153 1.94197757
-0.41391 11.41694928 1.94495108
-0.41291 11.23551196 1.94759874
-0.41191 11.07383001 1.94996633
-0.41091 10.92918256 1.95209196
-0.40991 10.79929814 1.95400745
-0.40891 10.68226927 1.95573961
-0.40791 10.57648525 1.95731112
-0.40691 10.48057889 1.95874124
-0.40591 10.39338398 1.96004646
-0.40490 10.31390112 1.96124092
-0.40390 10.24127011 1.96233682
-0.40290 10.17474749 1.96334473
-0.40190 10.11368813 1.96427383
-0.40090 10.05753023 1.96513214
-0.39990 10.00578275 1.96592668
-0.39890 9.95801511 1.96666361
-0.39790 9.91384855 1.96734838
-0.39690 9.87294888 1.96798580
