-0.50000 5.05523603 0.20774415 1.96599116 
-0.49900 5.05546265 0.20904978 1.96597237 
-0.49800 5.05568966 0.21040466 1.96595272 
-0.49700 5.05591706 0.21181003 1.96593219 
-0.49600 5.05614481 0.21326719 1.96591074 
-0.49499 5.05637288 0.21477751 1.96588837 
-0.49399 5.05660125 0.21634243 1.96586504 
-0.49299 5.05682989 0.21796345 1.96584073 
-0.49199 5.05705877 0.21964215 1.96581542 
-0.49099 5.05728785 0.22138017 1.96578906 
-0.48999 5.05751710 0.22317923 1.96576165 
-0.48899 5.05774649 0.22504117 1.96573314 
-0.48799 5.05797598 0.22696787 1.96570350 
-0.48699 5.05820555 0.22896132 1.96567270 
-0.48599 5.05843514 0.23102362 1.96564071 
-0.48498 5.05866472 0.23315695 1.96560748 
-0.48398 5.05889426 0.23536360 1.96557299 
-0.48298 5.05912371 0.23764600 1.96553719 
-0.48198 5.05935303 0.24000666 1.96550004 
-0.48098 5.05958218 0.24244825 1.96546149 
-0.47998 5.05981110 0.24497354 1.96542150 
-0.47898 5.06003976 0.24758546 1.96538002 
-0.47798 5.06026810 0.25028709 1.96533701 
-0.47698 5.06049607 0.25308167 1.96529240 
-0.47598 5.06072363 0.25597258 1.96524615 
-0.47497 5.06095070 0.25896340 1.96519819 
-0.47397 5.06117725 0.26205789 1.96514846 
-0.47297 5.06140320 0.26526000 1.96509691 
-0.47197 5.06162850 0.26857391 1.96504345 
-0.47097 5.06185308 0.27200400 1.96498803 
-0.46997 5.06207688 0.27555490 1.96493057 
-0.46897 5.06229983 0.27923148 1.96487098 
-0.46797 5.06252186 0.28303889 1.96480919 
-0.46697 5.06274289 0.28698255 1.96474510 
-0.46597 5.06296284 0.29106820 1.96467864 
-0.46496 5.06318163 0.29530190 1.96460969 
-0.46396 5.06339919 0.29969005 1.96453817 
-0.46296 5.06361542 0.30423941 1.96446395 
-0.46196 5.06383022 0.30895716 1.96438693 
-0.46096 5.06404351 0.31385088 1.96430698 
-0.45996 5.06425519 0.31892860 1.96422399 
-0.45896 5.06446515 0.32419886 1.96413780 
-0.45796 5.06467328 0.32967069 1.96404829 
-0.45696 5.06487947 0.33535369 1.96395530 
-0.45596 5.06508360 0.34125806 1.96385866 
-0.45495 5.06528554 0.34739463 1.96375822 
-0.45395 5.06548518 0.35377493 1.96365378 
-0.45295 5.06568236 0.36041123 1.96354515 
-0.45195 5.06587696 0.36731661 1.96343213 
-0.45095 5.06606882 0.37450502 1.96331451 
-0.44995 5.06625779 0.38199132 1.96319204 
-0.44895 5.06644370 0.38979141 1.96306449 
-0.44795 5.06662638 0.39792226 1.96293157 
-0.44695 5.06680566 0.40640205 1.96279303 
-0.44595 5.06698134 0.41525023 1.96264854 
-0.44494 5.06715324 0.42448763 1.96249778 
-0.44394 5.06732114 0.43413664 1.96234042 
-0.44294 5.06748483 0.44422125 1.96217607 
-0.44194 5.06764407 0.45476729 1.96200434 
-0.44094 5.06779863 0.46580253 1.96182479 
-0.43994 5.06794826 0.47735689 1.96163697 
-0.43894 5.06809270 0.48946263 1.96144038 
-0.43794 5.06823165 0.50215459 1.96123447 
-0.43694 5.06836483 0.51547041 1.96101867 
-0.43594 5.06849193 0.52945083 1.96079234 
-0.43493 5.06861263 0.54413999 1.96055482 
-0.43393 5.06872657 0.55958579 1.96030536 
-0.43293 5.06883340 0.57584024 1.96004317 
-0.43193 5.06893274 0.59295994 1.95976738 
-0.43093 5.06902418 0.61100653 1.95947703 
-0.42993 5.06910730 0.63004730 1.95917110 
-0.42893 5.06918166 0.65015571 1.95884847 
-0.42793 5.06924677 0.67141220 1.95850790 
-0.42693 5.06930214 0.69390494 1.95814804 
-0.42593 5.06934725 0.71773072 1.95776743 
-0.42492 5.06938154 0.74299602 1.95736442 
-0.42392 5.06940442 0.76981816 1.95693723 
-0.42292 5.06941528 0.79832666 1.95648388 
-0.42192 5.06941347 0.82866482 1.95600220 
-0.42092 5.06939830 0.86099145 1.95548976 
-0.41992 5.06936906 0.89548296 1.95494388 
-0.41892 5.06932498 0.93233574 1.95436157 
-0.41792 5.06926529 0.97176892 1.95373950 
-0.41692 5.06918914 1.01402758 1.95307395 
-0.41592 5.06909568 1.05938654 1.95236075 
-0.41491 5.06898400 1.10815473 1.95159520 
-0.41391 5.06885318 1.16068043 1.95077204 
-0.41291 5.06870225 1.21735735 1.94988529 
-0.41191 5.06853024 1.27863188 1.94892819 
-0.41091 5.06833617 1.34501180 1.94789306 
-0.40991 5.06811903 1.41707653 1.94677113 
-0.40891 5.06787788 1.49548958 1.94555237 
-0.40791 5.06761178 1.58101348 1.94422526 
-0.40691 5.06731990 1.67452787 1.94277652 
-0.40591 5.06700152 1.77705163 1.94119076 
-0.40490 5.06665612 1.88976982 1.93945011 
-0.40390 5.06628343 2.01406697 1.93753369 
-0.40290 5.06588359 2.15156825 1.93541702 
-0.40190 5.06545723 2.30419078 1.93307122 
-0.40090 5.06500575 2.47420795 1.93046208 
-0.39990 5.06453154 2.66433059 1.92754880 
-0.39890 5.06403835 2.87781019 1.92428251 
-0.39790 5.06353184 3.11857096 1.92060423 
-0.39690 5.06302025 3.39138031 1.91644237 
-0.39590 5.06251536 3.70207034 1.91170939 
-0.39489 5.06203386 4.05782831 1.90629747 
-0.39389 5.06159926 4.46758033 1.90007280 
-0.39289 5.06124455 4.94250263 1.89286794 
-0.39189 5.06101612 5.49670823 1.88447156 
-0.39089 5.06097931 6.14817608 1.87461468 
-0.38989 5.06122659 6.92001652 1.86295173 
-0.38889 5.06188964 7.84220243 1.84903492 
-0.38789 5.06315723 8.95393998 1.83227896 
-0.38689 5.06530220 10.30689851 1.81191321 
-0.38589 5.06872186 11.96953861 1.78691760 
-0.38488 5.07399877 14.03268915 1.75594038 
-0.38388 5.08199034 16.61610762 1.71720182 
-0.38288 5.09395571 19.87446558 1.66840770 
-0.38188 5.11171747 23.99776163 1.60674768 
-0.38088 5.13781382 29.19303090 1.52917523 
-0.37988 5.17547364 35.61793580 1.43340746 
-0.37888 5.22797404 43.21483817 1.32040655 
-0.37788 5.29658959 51.40298000 1.19895866 
-0.37688 5.37671562 58.74460056 1.09059317 
-0.37588 5.45464692 63.08756506 1.02734161 
-0.37487 5.51145955 62.72543887 1.03437123 
-0.37387 5.53508540 57.80142656 1.10917896 
-0.37287 5.52786194 50.18100340 1.22372657 
-0.37187 5.50121291 41.97086348 1.34660177 
-0.37087 5.46654179 34.48718384 1.45830159 
-0.36987 5.43115422 28.21757909 1.55168881 
-0.36887 5.39855728 23.17306383 1.62669787 
-0.36787 5.36994830 19.17945467 1.68598728 
-0.36687 5.34539735 16.02723763 1.73271556 
-0.36587 5.32451981 13.52906375 1.76969428 
-0.36486 5.30680153 11.53412027 1.79918083 
-0.36386 5.29173773 9.92627303 1.82291041 
-0.36286 5.27888315 8.61767971 1.84219370 
-0.36186 5.26786317 7.54221472 1.85801619 
-0.36086 5.25836948 6.64999463 1.87112058 
-0.35986 5.25015075 5.90316943 1.88206991 
-0.35886 5.24300264 5.27279651 1.89129435 
-0.35786 5.23675887 4.73655196 1.89912546 
-0.35686 5.23128362 4.27706134 1.90582109 
-0.35586 5.22646551 3.88068011 1.91158361 
-0.35485 5.22221269 3.53659831 1.91657323 
-0.35385 5.21844901 3.23617873 1.92091787 
-0.35285 5.21511094 2.97246404 1.92472052 
-0.35185 5.21214525 2.73980668 1.92806473 
-0.35085 5.20950702 2.53358863 1.93101875 
-0.34985 5.20715820 2.35000757 1.93363877 
-0.34885 5.20506636 2.18591221 1.93597131 
-0.34785 5.20320374 2.03867470 1.93805514 
-0.34685 5.20154646 1.90609086 1.93992278 
-0.34585 5.20007389 1.78630164 1.94160162 
-0.34484 5.19876814 1.67773091 1.94311487 
-0.34384 5.19761362 1.57903581 1.94448228 
-0.34284 5.19659670 1.48906687 1.94572077 
-0.34184 5.19570543 1.40683577 1.94684486 
-0.34084 5.19492928 1.33148925 1.94786708 
-0.33984 5.19425895 1.26228764 1.94879828 
-0.33884 5.19368623 1.19858735 1.94964790 
-0.33784 5.19320380 1.13982637 1.95042417 
-0.33684 5.19280515 1.08551223 1.95113429 
-0.33584 5.19248447 1.03521201 1.95178460 
-0.33483 5.19223657 0.98854393 1.95238067 
-0.33383 5.19205680 0.94517032 1.95292743 
-0.33283 5.19194097 0.90479166 1.95342924 
-0.33183 5.19188532 0.86714157 1.95388998 
-0.33083 5.19188645 0.83198253 1.95431310 
-0.32983 5.19194132 0.79910218 1.95470168 
-0.32883 5.19204716 0.76831025 1.95505848 
-0.32783 5.19220147 0.73943587 1.95538597 
-0.32683 5.19240199 0.71232522 1.95568637 
-0.32583 5.19264666 0.68683957 1.95596167 
-0.32482 5.19293364 0.66285351 1.95621369 
-0.32382 5.19326125 0.64025350 1.95644404 
-0.32282 5.19362794 0.61893650 1.95665421 
-0.32182 5.19403236 0.59880888 1.95684552 
-0.32082 5.19447323 0.57978537 1.95701919 
-0.31982 5.19494943 0.56178819 1.95717632 
-0.31882 5.19545994 0.54474631 1.95731791 
-0.31782 5.19600382 0.52859472 1.95744488 
-0.31682 5.19658025 0.51327387 1.95755806 
-0.31582 5.19718848 0.49872907 1.95765821 
-0.31481 5.19782783 0.48491011 1.95774602 
-0.31381 5.19849771 0.47177075 1.95782213 
-0.31281 5.19919759 0.45926840 1.95788713 
-0.31181 5.19992701 0.44736374 1.95794154 
-0.31081 5.20068554 0.43602047 1.95798586 
-0.30981 5.20147283 0.42520501 1.95802054 
-0.30881 5.20228859 0.41488626 1.95804598 
-0.30781 5.20313255 0.40503539 1.95806256 
-0.30681 5.20400451 0.39562564 1.95807063 
-0.30581 5.20490430 0.38663216 1.95807050 
-0.30480 5.20583180 0.37803183 1.95806247 
-0.30380 5.20678691 0.36980313 1.95804681 
-0.30280 5.20776959 0.36192599 1.95802375 
-0.30180 5.20877982 0.35438173 1.95799353 
-0.30080 5.20981763 0.34715287 1.95795634 
-0.29980 5.21088306 0.34022309 1.95791238 
-0.29880 5.21197621 0.33357713 1.95786181 
-0.29780 5.21309719 0.32720071 1.95780478 
-0.29680 5.21424615 0.32108044 1.95774145 
-0.29580 5.21542326 0.31520377 1.95767193 
-0.29479 5.21662872 0.30955893 1.95759634 
-0.29379 5.21786277 0.30413486 1.95751478 
-0.29279 5.21912566 0.29892118 1.95742735 
-0.29179 5.22041769 0.29390812 1.95733412 
-0.29079 5.22173917 0.28908648 1.95723517 
-0.28979 5.22309043 0.28444760 1.95713055 
-0.28879 5.22447184 0.27998333 1.95702032 
-0.28779 5.22588380 0.27568598 1.95690452 
-0.28679 5.22732672 0.27154830 1.95678320 
-0.28579 5.22880105 0.26756342 1.95665637 
-0.28478 5.23030727 0.26372488 1.95652405 
-0.28378 5.23184586 0.26002657 1.95638627 
-0.28278 5.23341736 0.25646270 1.95624303 
-0.28178 5.23502231 0.25302780 1.95609433 
-0.28078 5.23666130 0.24971669 1.95594016 
-0.27978 5.23833493 0.24652446 1.95578051 
-0.27878 5.24004384 0.24344647 1.95561535 
-0.27778 5.24178869 0.24047830 1.95544468 
-0.27678 5.24357017 0.23761578 1.95526845 
-0.27578 5.24538901 0.23485494 1.95508663 
-0.27477 5.24724596 0.23219202 1.95489917 
-0.27377 5.24914180 0.22962343 1.95470603 
-0.27277 5.25107734 0.22714579 1.95450716 
-0.27177 5.25305344 0.22475586 1.95430250 
-0.27077 5.25507098 0.22245057 1.95409198 
-0.26977 5.25713087 0.22022700 1.95387553 
-0.26877 5.25923405 0.21808238 1.95365307 
-0.26777 5.26138152 0.21601406 1.95342453 
-0.26677 5.26357430 0.21401953 1.95318982 
-0.26577 5.26581346 0.21209638 1.95294885 
-0.26476 5.26810008 0.21024234 1.95270151 
-0.26376 5.27043533 0.20845524 1.95244770 
-0.26276 5.27282037 0.20673299 1.95218732 
